"filepath","location","filesize_in_Gb","readme","giab_id","biosample","trio","dna_id","failed_filters","passed_filters","snps","mnps","insertions","deletions","indels","same_as_reference","phased_genotypes","snp transitions/transversions","hethom_ratio","insertion/deletion ratio","indel/snp+mnp ratio","breakends","symbolic svs","symbolic sv het/hom ratio","missing genotype","no genotypes","partial genotype","md5key"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG004_pass","6d3f1c180a77e6433aa7fd7e63fb7206/hg19.HG004.pbsv.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","20647","0","0","12296","8351","0",,"- (0/0)","- (0/0)","5.86 (10503/1793)",,,"0",,,,,,"6d3f1c180a77e6433aa7fd7e63fb7206"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38","9b83549814a15078c3f569a0d77a702c/HG2_10X_PBhap2_1117.l100c500.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","9963","0","0","4783","3396","1784","0","0","4771","3388","- (7/0)","1.41 (4783/3396)","0","9936","- (8/0)",,,,"9b83549814a15078c3f569a0d77a702c"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass","883b920a25ad3d45dd77490ad812ab1e/HG003_Ill_Spiral_run06variants_svs.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","6136","23022","2327","0","8","9298","7377",,"1.66 (12920/7773)","- (0/0)","- (8/0)",,,"4010","2",,,,,"883b920a25ad3d45dd77490ad812ab1e"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_v4.2_SmallVariantDraftBenchmark_07092020/supplementaryFiles","16e4aaddf209ced240cee898c747e94e/HG004_GRCh38_CHROM1-22_v4.2_annotated.vcf.gz","1.3","/giab/ftp/data/AshkenazimTrio/analysis/NIST_v4.2_SmallVariantDraftBenchmark_07092020/README_v4.2.txt","Not Available","Not Available","Not Available","Not Available","1849893","6976295",,"4149739","0","454032","461636","1888003","1.7% (84869/5088292)","1.90 (3681266/1941301)","1.87 (3314260/1774032)",,,"22885","0","0.23 (938553/4149739)",,,,"16e4aaddf209ced240cee898c747e94e"
"/giab/ftp/data/NA12878/10Xgenomics_ChromiumGenome_LongRanger2.1_09302016/NA12878_GRCh38","343dd837f536c92b8695c12b6610333e/NA12878_GRCh38_large_svs.vcf.gz","0.0","/giab/ftp/data/NA12878/10Xgenomics_ChromiumGenome_LongRanger2.1_09302016/README","Not Available","Not Available","Not Available","Not Available","14065","35","0","0","0","0","0","0","- (34/0)","- (0/0)","16.50 (33/2)","- (0/0)","- (0/0)","10","25","11.50 (23/2)",,,,"343dd837f536c92b8695c12b6610333e"
"/giab/ftp/data/NA12878/stLFR","486eafc0d9a0423c23a8055d2bec0c31/stLFR.L0.variants.vcf","0.97","/giab/ftp/data/NA12878/stLFR/readme.txt","Not Available","Not Available","Not Available","Not Available","0","4740385","3806620","0","433509","482999","17257",,"1.60 (2342665/1463955)","- (0/0)","1.96 (287216/146293)",,,"0",,,,,,"486eafc0d9a0423c23a8055d2bec0c31"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017","3503d5abd26610de8d490be18d728b83/HG2_Dovetail_Falcon.l100c500.vcf.gz","0.01","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/README","Not Available","Not Available","Not Available","Not Available","0","13209","0","0","6490","4278","2441","0","0","4748","3116","- (638/0)","1.52 (6490/4278)","0","9667","- (1162/0)",,,,"3503d5abd26610de8d490be18d728b83"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5","781c9f5e01e2dd494f33185eb02a6cf5/HG2_10X_pseu2.1_0916.l100c500.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","12588","0","0","2733","7517","2338","0","0","2724","7508","- (1/0)","0.36 (2733/7517)","0","12569","- (9/0)",,,,"781c9f5e01e2dd494f33185eb02a6cf5"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017","bcbf150a9898c4858f8e9b42c7609341/HG2_p_and_a_ctg.l100c500.vcf.gz","0.01","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/README","Not Available","Not Available","Not Available","Not Available","0","13872","0","0","6759","4491","2622","0","0","4941","3277","- (677/0)","1.51 (6759/4491)","0","10163","- (1214/0)",,,,"bcbf150a9898c4858f8e9b42c7609341"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5","30d2410b07aec459575b421fcec41e92/HG2_MCha_h0pol_0218.l100c500.vcf.gz","0.01","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","11556","0","0","5659","4329","1568","0","0","5626","4294","- (17/0)","1.31 (5659/4329)","0","11471","- (35/0)",,,,"30d2410b07aec459575b421fcec41e92"
"/giab/ftp/data/ChineseTrio/analysis/PacBio_deepvariant_gatk_pbsv_08282020/HG007","fb20264d34c2411c54817328c94e12dc/HG007.GRCh38.deepvariant.vcf.gz","0.11","/giab/ftp/data/ChineseTrio/analysis/PacBio_deepvariant_gatk_pbsv_08282020/HG007/README_HG007_GRCh38.md,/giab/ftp/data/ChineseTrio/analysis/PacBio_deepvariant_gatk_pbsv_08282020/HG007/README_HG007_hs37d5.md","Not Available","Not Available","Not Available","Not Available","1425559","4868595","3947813","0","451555","447463","20413",,"1.33 (2250238/1697575)","- (0/0)","1.77 (288536/163019)",,,"1351",,,,,,"fb20264d34c2411c54817328c94e12dc"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_v4.2_SmallVariantDraftBenchmark_07092020/supplementaryFiles/inputvcfsandbeds","1ae5a548f7d3306fb0328df9fbaa1d71/HG004_GRCh38_CHROM1-22_PacBio_HiFi_GATK4.vcf.gz","0.17","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","324770","4747859","3931403","0","385878","400413","12581",,"1.72 (2999357/1748202)","1.66 (2454522/1476881)","- (0/0)",,,"300","17284",,,,,"1ae5a548f7d3306fb0328df9fbaa1d71"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6","cc7df1b975d34d667be3fb638e91d636/HG002_SVs_Tier1_v0.6.vcf.gz","0.02","/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/README_SV_v0.6.txt","Not Available","Not Available","Not Available","Not Available","61267","12745","0","0","6558","5039","1148",,"- (0/0)","- (0/0)","0.92 (3143/3415)",,,"0",,,,,,"cc7df1b975d34d667be3fb638e91d636"
"/giab/ftp/data/AshkenazimTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_10312019/GRCh37","ca2997bbdea1d9bd1de248ca4eb8e0a3/gatk4hc_HG002_15kb_36X_SequelII.vcf.gz","0.22","/giab/ftp/data/AshkenazimTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_10312019/GRCh37/README.txt","Not Available","Not Available","Not Available","Not Available","264087","4595611","3807702","0","378902","382279","11551",,"1.67 (2873846/1721708)","1.63 (2357907/1449795)","- (0/0)",,,"57","15120",,,,,"ca2997bbdea1d9bd1de248ca4eb8e0a3"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509","343a7c74ca2c2e17a7c8dc3a7af45131/HG004.pindel_pass_withID_gt19bp.sort.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/README.txt","Not Available","Not Available","Not Available","Not Available","0","4604","0","0","0","0","0",,"19.17 (1668/87)","- (0/0)","- (0/0)",,,"1755","2849",,,,,"343a7c74ca2c2e17a7c8dc3a7af45131"
"/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38","66b454154d3fa251345cd62c567a667a/NA24694.dels.reformatted.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","68","4511","0","0","0","4511","0",,"1.21 (2469/2042)","- (0/0)","- (0/0)",,,"0",,,,,,"66b454154d3fa251345cd62c567a667a"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_CallsIn2Technologies_05182015","a8213026f215a5452fede00d2a0b1901/HG002-multiall-fullcombine.vcf.gz","0.16","/giab/ftp/data/AshkenazimTrio/analysis/NIST_CallsIn2Technologies_05182015/README.txt","Not Available","Not Available","Not Available","Not Available","0","3592855","3216059","0","185299","189144","2353",,"1.47 (2135844/1457011)","1.44 (1898965/1317094)","- (0/0)",,,"0",,,,,,"a8213026f215a5452fede00d2a0b1901"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509","de49830f9f3dd20882a0de3254b54822/all_reads.fa.giab_h002_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts_withID_gt19bp.sort.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/README.txt","Not Available","Not Available","Not Available","Not Available","0","28190","0","0","0","0","0",,"1.08 (14219/13186)","- (0/0)","- (0/0)",,,"27405","785",,,,,"de49830f9f3dd20882a0de3254b54822"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5","c7d75966088910e2bb8f3eec0408deef/HG2_IFid_mega_0318.l100c500.no_ns.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","14368","0","0","3063","9313","1992","0","0","1873","7671","- (420/0)","0.33 (3063/9313)","0","11116","- (1642/0)",,,,"c7d75966088910e2bb8f3eec0408deef"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","38fd187e52c3d74b1d34b8f2f97b6c0c/HG002_ALLCHROM_hs37d5_novoalign_Ilmn150bp300X_GATKHC_min20bp_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","38652","0","0","22115","16074","463",,"- (0/0)","- (0/0)","4.00 (17694/4421)",,,"0",,,,,,"38fd187e52c3d74b1d34b8f2f97b6c0c"
"/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002Run01-11419412","f198eeee5f55e535674040d7b78abedd/HG002run1_S1.vcf","1.76","/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/README_NIST_Illumina_pairedend_HG002.txt","HG002","SAMN03283347","ASHKENAZI_JEWISH","NA24385","1526077","4111297","3350106","0","364742","379732","16717","79","0","0","0","- (16717/0)","0.96 (364742/379732)","0","79","1.49 (227218/152514)",,,,"f198eeee5f55e535674040d7b78abedd"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass","860d395d56a330e24be0815dc1fee29b/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.breakseq_pass_decomposed_norm.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","0",,,,,,,,,,,,,,,,,,"860d395d56a330e24be0815dc1fee29b"
"/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38","b878f22c351ed73e87da6ac991bac264/NA24385.GRCh38.phased_variants.reformatted.vcf.gz","0.28","/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GIAB_README.txt","Not Available","Not Available","Not Available","Not Available","347026","777895","75","0","365922","407432","4400",,"1.44 (458484/319345)","0.21 (13/62)","- (0/0)",,,"66",,,,,,"b878f22c351ed73e87da6ac991bac264"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/HG2_IFid_pseu2_0118.merged.clustered.0.2.0.2.0.2_vs_GIABv0.6","a88bc59e9e63b9de0e4e3760a8e9b4a3/fn.vcf","0.01","/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/README.txt","Not Available","Not Available","Not Available","Not Available","0","5458","0","0","3545","1563","350",,"- (0/0)","- (0/0)","1.30 (2007/1538)",,,"0",,,,,,"a88bc59e9e63b9de0e4e3760a8e9b4a3"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017","32496c74dd652ebee1532c51909c5e99/HG2_pseudohap2.1.l100c500.no_ns.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/README","Not Available","Not Available","Not Available","Not Available","0","11570","0","0","2451","7506","1613","0","0","2442","7497","- (1/0)","0.33 (2451/7506)","0","11551","- (9/0)",,,,"32496c74dd652ebee1532c51909c5e99"
"/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004run02-15332344","2cbca785ffad1e18a99c34ae9abb9038/HG004run02_S1.SV.vcf","0.02","/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/README_NIST_Illumina_pairedend_HG004.txt","HG004","SAMN03283346","ASHKENAZI_JEWISH","NA24143","218","17270","0","0","0","0","0",,"- (0/0)","- (0/0)",,,,"0","17270",,,,,"2cbca785ffad1e18a99c34ae9abb9038"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/HG2_10X_PBhap_1117.merged.clustered.0.2.0.2.0.2_vs_GIABv0.6","befb229492f9cc3f90582a3382df23cc/tp-base.vcf","0.02","/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/README.txt","Not Available","Not Available","Not Available","Not Available","0","5828","0","0","2793","2533","502",,"- (0/0)","- (0/0)","0.39 (781/2012)",,,"0",,,,,,"befb229492f9cc3f90582a3382df23cc"
"/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38","3e1feec23f08b918989b59705137441c/NA24631.phased_variants.reformatted.vcf.gz","0.28","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","598365","797662","220","0","383427","405831","8184",,"1.25 (442749/354913)","0.04 (8/212)","- (0/0)",,,"0",,,,,,"3e1feec23f08b918989b59705137441c"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/10x_ifiddes_ambarrio-GIAB_0.6","f21e5bedc435b2b22dd4cc3185e9f956/fp_ins_nonTR.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","0",,,,,,,,,,,,,,,,,,"f21e5bedc435b2b22dd4cc3185e9f956"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","c4cfd04472dbe8b2fa66c661568fd380/hg002.scalpel_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","19381","0","0","7734","11640","7",,"- (0/0)","- (0/0)","3.99 (6183/1551)",,,"0",,,,,,"c4cfd04472dbe8b2fa66c661568fd380"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass","42a2b228b5380c82cc9d49e7093cb0b6/AJtrio_HiSeq300X_cortex_variants_GRCh37_09042015_hg003.vcf.gz","0.01","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","262503","0","0","115612","120392","26499",,"- (0/0)","- (0/0)","1.19 (62846/52766)",,,"0",,,,,,"42a2b228b5380c82cc9d49e7093cb0b6"
"/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002Run02-11611685","6fabc96950d1df990c4ac9f24f0d165e/HG002-Run2_S1.vcf","1.76","/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/README_NIST_Illumina_pairedend_HG002.txt","HG002","SAMN03283347","ASHKENAZI_JEWISH","NA24385","1485610","4132885","3351947","0","374275","388200","18463","156","0","0","0","- (18463/0)","0.96 (374275/388200)","0","156","1.49 (232288/155912)",,,,"6fabc96950d1df990c4ac9f24f0d165e"
"/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385_300G","1012905d30a8f41e7d42c698709d03ed/NA24385.GRCh38.phased_variants.vcf.gz","1.54","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","2092919","4710681","3865329","0","408310","425734","11308",,"1.53 (2847848/1862833)","1.52 (2330522/1534807)","- (0/0)",,,"0",,,,,,"1012905d30a8f41e7d42c698709d03ed"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017","9fcf2a7868f05175bf6149673f1b3d14/HG2_Dovetail_DISCOVAR.l100c500.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/README","Not Available","Not Available","Not Available","Not Available","0","14594","0","0","8800","4476","1318","0","0","8796","4473","- (6/0)","1.97 (8800/4476)","0","14581","- (3/0)",,,,"9fcf2a7868f05175bf6149673f1b3d14"
"/giab/ftp/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018","2ed27abc82b4d039c5f50bb3174e0179/HG003.scalpel.vcf.gz","0.02","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","62553","867246","0","0","422621","444389","236",,"- (0/0)","- (0/0)","3.24 (322959/99662)",,,"0",,,,,,"2ed27abc82b4d039c5f50bb3174e0179"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38","2785e2ef71baa7a5cd586b7ecd36b89e/HG2_PBcRMHAP_0815.l100c500.no_ns.vcf.gz","0.01","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/README","Not Available","Not Available","Not Available","Not Available","0","13339","0","0","6113","4799","2427","0","0","5585","4360","- (323/0)","1.27 (6113/4799)","0","12049","- (439/0)",,,,"2785e2ef71baa7a5cd586b7ecd36b89e"
"/giab/ftp/data/ChineseTrio/analysis/Leicester_HipSTR_GangSTR_05182022/GangSTR","f194bcc83756d19b0128102047ab7603/HG007_30x.vcf.gz","0.03","/giab/ftp/data/ChineseTrio/analysis/Leicester_HipSTR_GangSTR_05182022/GangSTR/README.md","Not Available","Not Available","Not Available","Not Available","0","825187","0","0","37745","44989","6607",,"1.49 (53444/35897)","- (0/0)","- (0/0)",,,"732086","3760",,,,,"f194bcc83756d19b0128102047ab7603"
"/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/GM24694_ChineseTrioFather_hg19","19e68622751dedb2ca92585d2e03429e/GM24694_ChineseTrioFather_hg19_deletions.vcf.gz","0.0","/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/README,/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_06202017/README_10xGIAB_ChineseTrio_fastq.txt","Not Available","Not Available","Not Available","Not Available","54","3848","0","0","0","0","0","0","- (3021/0)","- (0/0)","1.67 (2407/1441)","- (0/0)","- (0/0)","36","3812","1.66 (2377/1435)",,,,"19e68622751dedb2ca92585d2e03429e"
"/giab/ftp/data/NA12878/analysis/MPG_WhatsHap_phasing_07202017","30e50a203416e33d71fe396a63ab2150/NA12878.whatshap.strandseq-pacbio-phasing.2017-07-19.vcf.gz","0.04","/giab/ftp/data/NA12878/analysis/MPG_WhatsHap_phasing_07202017/README_WhatsHap","Not Available","Not Available","Not Available","Not Available","0","3946264","3429500","0","249653","254600","6659",,"1.57 (2409605/1530807)","1.54 (2078378/1351122)","- (0/0)",,,"5852",,,,,,"30e50a203416e33d71fe396a63ab2150"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/Preliminary_Integrations_v0.4.0/svviz2_genotyping","70fd7cf99b5013f0e2062a3c8f44cfaf/union_170509_refalt.2.2.2.clustered.simpleINFO.techcounts.2techor5caller.insgt299.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/Preliminary_Integrations_v0.4.0/README_SV_v0.4.0.txt","Not Available","Not Available","Not Available","Not Available","1458","2165","2165",,,,,,,,,,,,,,,,,"70fd7cf99b5013f0e2062a3c8f44cfaf"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","cad486cc0848e67779ddee11995789fa/HG2_p_and_a_ctg.l100c500.no_ns_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","8525","0","0","4322","3002","1201","0","0","399","1684","- (433/0)","1.44 (4322/3002)","0","2851","- (1318/0)",,,,"cad486cc0848e67779ddee11995789fa"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass","7238bebff1db1eeaab61288cae8b140e/HG3_DISCOVAR250bp.min500.l100c500.no_ns.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","985","0","0","368","507","110","0","0","204","445","- (11/0)","0.73 (368/507)","0","748","- (62/0)",,,,"7238bebff1db1eeaab61288cae8b140e"
"/giab/ftp/data/NA12878/analysis/Illumina_PlatinumGenomes_NA12877_NA12878_09162015/hg19/older_releases/IlluminaPlatinumGenomes_v6.0/merged_platinum","61d2aad25bbf39ac3d4140e4483bf5ad/NA12878.vcf.gz","0.03","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","495668","4058480","3486706","1177","268690","292008","9680",,"2.10 (3276734/1558032)","1.63 (2514255/1544225)","1.59 (2139614/1347092)",,,"219","0","0.16 (570378/3487883)",,,,"61d2aad25bbf39ac3d4140e4483bf5ad"
"/giab/ftp/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_VariationHunter_mrCaNaVar_08282015","7030a03b15c8c80c0007b32ebe2b3e13/HG002.commonlaw.deletions.bilkentuniv.082815.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_VariationHunter_mrCaNaVar_08282015/README_mrcanavar_copynumbers_102115,/giab/ftp/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_VariationHunter_mrCaNaVar_08282015/README_mrcanavar.segdups_commonlaw.deletions_082815","Not Available","Not Available","Not Available","Not Available","0","816","816",,,,,,,,,,,,,,,,,"7030a03b15c8c80c0007b32ebe2b3e13"
"/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37","4132a12291f25539c538102cf6d462ac/NA24143_LongRanger_large_svs.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GIAB_README.txt","Not Available","Not Available","Not Available","Not Available","10080","24","0","0","0","0","0","0","- (16/0)","- (0/0)","5.00 (20/4)","- (0/0)","- (0/0)","4","20","9.00 (18/2)",,,,"4132a12291f25539c538102cf6d462ac"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass","5af6407b1ed684560fadefa4b8937156/HG3_Dovetail_MHAP.l100c500.no_ns_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","6586","0","0","2946","2674","966","0","0","316","1696","- (155/0)","1.10 (2946/2674)","0","2823","- (978/0)",,,,"5af6407b1ed684560fadefa4b8937156"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509","e2dfd09cf1bb82c56e1f885785a772fb/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.delly.noLowQual.noIMPRECISE_withID_gt19bp.sort.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/README.txt","Not Available","Not Available","Not Available","Not Available","0","955","0","0","0","0","0",,"1.56 (576/370)","- (0/0)","- (0/0)",,,"946","9",,,,,"e2dfd09cf1bb82c56e1f885785a772fb"
"/giab/ftp/data/AshkenazimTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_10312019/GRCh37","2b43d910c748d0e673b517c95d62e1fa/gatk4hc_HG002_15kb_20kb_52X_SequelII.vcf.gz","0.23","/giab/ftp/data/AshkenazimTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_10312019/GRCh37/README.txt","Not Available","Not Available","Not Available","Not Available","287581","4622321","3821160","0","382770","389418","12518",,"1.68 (2899380/1722721)","1.63 (2369798/1451362)","- (0/0)",,,"220","16235",,,,,"2b43d910c748d0e673b517c95d62e1fa"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509","6716f6dd46cbdfa8510f2ed21cbf4e7e/HG002_AJ_tardis.filtered.noINV_withID_gt19bp.sort.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/README.txt","Not Available","Not Available","Not Available","Not Available","0","4873","0","0","0","0","0",,"- (4873/0)","- (0/0)","- (0/0)",,,"4873","0",,,,,"6716f6dd46cbdfa8510f2ed21cbf4e7e"
"/giab/ftp/data/NA12878/Nebraska_NA12878_HG001_TruSeq_Exome","95344d7aa822a52eb9ec711348fafff9/NIST-hg001-7001-ensemble.vcf","0.03","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","891","29388","28307","0","484","591","6","9","0","0","0","- (6/0)","0.82 (484/591)","0","9","1.96 (391/200)",,,,"95344d7aa822a52eb9ec711348fafff9"
"/giab/ftp/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/NA24695_Justin-18377364/NA24695_combined-19072106","035bd25b9dccf7836e084a3498e6f650/NA24695-combined_S1.genome.vcf.gz","3.81","Not available in parent or current directory","HG007","SAMN03283349","HAN_CHINESE","NA24695","4933069","399158041","3683323","779","382663","340583","28877","4963","4963","0","0","1.60 (209434/131149)","5.66 (24538/4339)","394720367","1449","1.30 (216279/166384)",,,,"035bd25b9dccf7836e084a3498e6f650"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_v4.1_SmallVariantDraftBenchmark_12182019/GRCh37","871c51fafa629f6b1d387989d7dc37e0/HG002_GRCh37_1_22_v4.1_draft_benchmark.vcf.gz","0.17","/giab/ftp/data/AshkenazimTrio/analysis/NIST_v4.1_SmallVariantDraftBenchmark_12182019/README_v4.1.txt","Not Available","Not Available","Not Available","Not Available","0","4039602","3450341","3139","278618","292628","14854",,"2.08 (3238400/1554504)","1.59 (2480587/1559015)","1.57 (2109092/1341249)",,,"0","22",,,,,"871c51fafa629f6b1d387989d7dc37e0"
